rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
937,,https://opendata.swiss/en/dataset/verkaufspreise-median-pro-wohnung-und-pro-quadratmeter-wohnungsflache-im-stockwerkeigentum-2009,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning",CSV,True,
938,,https://opendata.swiss/en/dataset/verkaufspreise-median-pro-wohnung-und-pro-quadratmeter-wohnungsflache-im-stockwerkeigentum-2009-2,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning",CSV,True,
939,,https://opendata.swiss/en/dataset/verkaufspreise-median-pro-wohnung-und-pro-quadratmeter-wohnungsflache-im-stockwerkeigentum-2009-3,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning",CSV,True,
940,Chiffres clés des véhicules utilitaires légers neufs à propulsion alternative (VUL),https://opendata.swiss/en/dataset/kennzahlen-alternativ-angetriebene-lieferwagen-und-leichte-sattelschlepper,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,"coworking, energy",CSV,False,"Sur la base des données anonymisées des nouvelles immatriculations publiées par l’OFROU, l’Office fédéral de l’énergie évalue depuis 2020 des chiffres clés importants portant sur les voitures de livra"
941,energiedashboard.ch: Niveaux réservoirs gaz UE,https://opendata.swiss/en/dataset/energiedashboard-ch-fullstande-gasspeicher-eu,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,"energy, safety",CSV,False,"Le stockage de gaz joue un rôle important dans la sécurité de l'approvisionnement en gaz en hiver, lorsque la consommation de gaz est la plus élevée. Sur une année, le gaz couvre environ 15% des besoi"
942,Caméras météorologiques,https://opendata.swiss/en/dataset/wetterkameras,Office fédéral de météorologie et de climatologie MétéoSuisse,34.94,40.0,10.0,43.75,60.0,crêtes,"noise_environment, public_space","SERVICE, ZIP",False,"Afin d'obtenir des informations sur l'évolution actuelle du temps le long des principales routes aériennes suisses, MétéoSuisse exploite environ 35 caméras météorologiques. Les caméras servent à la su"
943,Observations météorologiques destinées à l'aviation,https://opendata.swiss/en/dataset/beobachtungsstationen-fur-flugwetter,Office fédéral de météorologie et de climatologie MétéoSuisse,34.94,40.0,10.0,43.75,60.0,genève,"noise_environment, safety","SERVICE, ZIP",True,MétéoSuisse est responsable de la sécurité aérienne d'un point de vue météorologique et contribue par ses mesures météorologiques grandement à la sécurité de l'aviation. Sans une connaissance précise 
944,Projets de construction Immobilier,https://opendata.swiss/en/dataset/bauprojekte-immobilien1,Chemins de fer fédéraux suisses CFF,34.94,30.0,0.0,43.75,100.0,,"transport, urban_planning","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,Information sur les projets de construction en cours de CFF Immobilier.La mise à jour est quotidienne.
945,,https://opendata.swiss/en/dataset/verfahrensart-fur-den-bau-von-pv-anlagen,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"energy, urban_planning","DXF, GPKG, JSON, SHP, WFS, WMS, WMTS",True,
946,,https://opendata.swiss/en/dataset/ordnungsbussen,Canton de Bâle-Ville,34.94,30.0,0.0,43.75,100.0,,"public_space, safety","CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
947,,https://opendata.swiss/en/dataset/grundwassernutzung1,Canton de Bâle-Ville,34.94,30.0,0.0,43.75,100.0,,"noise_environment, public_space","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
948,,https://opendata.swiss/en/dataset/historischer-ubersichtsplan-der-stadt-zurich-um-1859-1867-altstadtkataster,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"public_space, urban_planning","TIFF, WMS, XML",True,
949,,https://opendata.swiss/en/dataset/anteil-vollzeitbeschaftigte-landwirtschaft,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"population, public_space",CSV,True,
950,,https://opendata.swiss/en/dataset/anteil-teilzeitbeschaftigte-landwirtschaft,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"population, public_space",CSV,True,
951,LiDAR Fribourg 2016: MNT,https://opendata.swiss/en/dataset/lidar-fribourg-2016-mnt,Geoinformation Canton Fribourg,34.88,50.0,20.0,37.5,30.0,"broye, la broye","digital, urban_planning","PDF, SERVICE",False,"Le modèle numérique de terrain (MNT) est un modèle de terrain de haute précision, généré par la méthode du balayage laser à l'aide d'un lidar aéroporté. Le MNT décrit la surface du sol en trois dimens"
952,Plan guide mobilité public (surface),https://opendata.swiss/en/dataset/plan-guide-mobilite-public-surface,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,transport,"API, WFS",False,"Le plan guide s'inscrit dans le dispositif d'ensemble articulant une maîtrise d'ouvrage partenariale canton-commune(s) (COPIL), une maîtrise d'oeuvre apportant les expertises nécessaires et une maîtri"
953,Plan guide mobilité public (point),https://opendata.swiss/en/dataset/plan-guide-mobilite-public-point,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,transport,"API, WFS",False,"Le plan guide s'inscrit dans le dispositif d'ensemble articulant une maîtrise d'ouvrage partenariale canton-commune(s) (COPIL), une maîtrise d'oeuvre apportant les expertises nécessaires et une maîtri"
954,Plan guide mobilité public (ligne),https://opendata.swiss/en/dataset/plan-guide-mobilite-public-ligne,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,transport,"API, WFS",False,"Le plan guide s'inscrit dans le dispositif d'ensemble articulant une maîtrise d'ouvrage partenariale canton-commune(s) (COPIL), une maîtrise d'oeuvre apportant les expertises nécessaires et une maîtri"
955,Mobilité et transports,https://opendata.swiss/en/dataset/mobilitat-und-verkehr8,Office fédéral de la statistique OFS,34.81,30.0,10.0,31.25,100.0,le prin,transport,"CSV, HTML, ODS",False,Ce dataset présente les chiffres annuels des Statistiques des villes suisses 2024 - Mobilité et transports: Véhicules routiers; Pendulaires (sortants et intracommunaux) selon le principal moyen de tra
956,Mobilité et transports,https://opendata.swiss/en/dataset/mobilitat-und-verkehr6,Office fédéral de la statistique OFS,34.81,30.0,10.0,31.25,100.0,le prin,transport,"CSV, HTML, ODS",False,Ce dataset présente les chiffres annuels des Statistiques des villes suisses 2023 - Mobilité et transports: Véhicules routiers; Pendulaires (sortants et intracommunaux) selon le principal moyen de tra
957,Trame noire cantonale,https://opendata.swiss/en/dataset/trame-noire-cantonale1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,transport,"API, WFS",False,"La trame noire du Canton de Genève représente des objectifs de gestion de la nuit permettant de préserver ou améliorer la connectivité écologique sur le territoire, en lien avec l'infrastructure écolo"
958,Agglo - Carroyage de population et emplois,https://opendata.swiss/en/dataset/agglo-carroyage-de-population-et-emplois1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,population,"API, SERVICE, WFS",False,"Selon l'Institut National de la Statistique et des Etudes Economiques (INSEE), un carroyage est un découpage de l'espace géographique en mailles régulières de forme carrée et de taille fixe. Construit"
959,Tiers lieux - Espaces de travail partagés et collaboratifs,https://opendata.swiss/en/dataset/tiers-lieux-espaces-de-travail-partages-et-collaboratifs1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,population,"API, SERVICE, WFS",False,"Recensement des tiers-lieux du Grand Genève. Les tiers-lieux, appelés aussi espaces de travail partagés et collaboratifs sont des espaces ouvert où des personnes peuvent se réunir pour travailler, s'a"
960,Ville GE - Bancs dans les parcs publics,https://opendata.swiss/en/dataset/ville-ge-bancs-dans-les-parcs-publics1,Ville de Genève,34.81,30.0,10.0,31.25,100.0,genève,public_space,"API, SERVICE, WFS",False,Bancs dans et à proximité des espaces verts gérés par le service des espaces verts de la Ville de Genève (SEVE)
961,Numéros de parcelles,https://opendata.swiss/en/dataset/parzellennummern,Office de l'information géographique du canton de Berne,34.81,30.0,10.0,31.25,100.0,les numéros,urban_planning,"GPKG, PARQUET, SHP",False,Le produit Numéros de parcelles contient les numéros géoréférencés de parcelles (bien-fonds ainsi que les droits distincts et permanents) du canton de Berne. Par le fait que les numéros de parcelles s
962,GRUDA MO Export,https://opendata.swiss/en/dataset/gruda-av-export,Office de l'information géographique du canton de Berne,34.81,30.0,10.0,31.25,100.0,la banque,urban_planning,"GPKG, PARQUET, SHP",False,"Export des données sur les biens-fonds, les bâtiments, désignation de la situation et la couverture du sol de la banque de données des biens-fonds GRUDA-MO. L'export correspond au modèle de données du"
963,Zones instables,https://opendata.swiss/en/dataset/zones-instables1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,urban_planning,"API, SERVICE, WFS",False,"On distingue trois types d'instabilités : Les glissements superficiels Dans les pentes où la couche superficielle se trouve en état d'équilibre limite, une dégradation temporaire de la qualité du sol,"
964,RDPPF - Zones réservées,https://opendata.swiss/en/dataset/rdppf-zones-reservees1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,urban_planning,"API, SERVICE, WFS",False,La zone réservée désigne un territoire dans lequel des plans d'affectation doivent être élaborés ou adaptés. La décision de délimiter une zone réservée est prise par l'autorité compétente et déploie i
965,Zones de tensions négligeables,https://opendata.swiss/en/dataset/zones-de-tensions-negligeables1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,urban_planning,"API, SERVICE, WFS",False,"ZONES OU LES TENSIONS SONT NEGLIGEABLES Dans le cas de travaux de terrain réalisés pour la mensuration officielle, un ajustage local doit systématiquement être exécuté, sauf si la preuve peut être app"
966,Végétation des zones alluviales,https://opendata.swiss/en/dataset/vegetation-des-zones-alluviales1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,urban_planning,"API, SERVICE, WFS",False,"Les objets de l'inventaire des zones alluviales, ainsi que ceux qui ont été ajoutés ou modifiés par la suite dans le cadre de la mise à jour, ont été saisis puis cartographiés. Les objets cartographié"
967,Cours d'eau Billon (1726-1728),https://opendata.swiss/en/dataset/cours-deau-billon-1726-17281,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,tourism_heritage,"API, SERVICE, WFS",False,Le pourtour des rives du Rhône en 1726-1728 (Billon) et 1837-1840 (Céard) a été tracé sur la base du plan Billon et de la reconstitution des fortifications au milieu du XVIIIe siècle. Il sera peaufiné
968,Cours d'eau Ceard (1837-1840),https://opendata.swiss/en/dataset/cours-deau-ceard-1837-18401,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,tourism_heritage,"API, SERVICE, WFS",False,Le pourtour des rives du Rhône en 1726-1728 (Billon) et 1837-1840 (Céard) a été tracé sur la base du plan Billon et de la reconstitution des fortifications au milieu du XVIIIe siècle. Il sera peaufiné
969,Qualité de l'eau des plages genevoises du lac,https://opendata.swiss/en/dataset/qualite-de-leau-des-plages-genevoises-du-lac1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,tourism_heritage,"API, SERVICE, WFS",False,"Le Service de surveillance et protection des eaux et milieux aquatiques (SSPMA) contrôle l'état sanitaire des 34 accès publics au lac toutes les 3 à 4 semaines, entre les mois d'avril et d'octobre, po"
970,Température des eaux souterraines,https://opendata.swiss/en/dataset/grundwassertemperatur,Office fédéral de l'environnement OFEV,34.81,40.0,0.0,31.25,100.0,,noise_environment,"SERVICE, WMS, ZIP",False,"La carte donne une vue d’ensemble des températures actuelles des eaux souterraines suisses. Le calcul se fonde sur les centiles du jeu de données portant sur les années 1991 à 2020 ou, pour les périod"
971,Température des cours d'eau,https://opendata.swiss/en/dataset/wassertemperatur-der-flusse,Office fédéral de l'environnement OFEV,34.81,40.0,0.0,31.25,100.0,,noise_environment,"SERVICE, WMS, ZIP",False,La carte donne une vue d'ensemble des températures actuelles des cours d'eau suisses.
972,Toitures végétalisées,https://opendata.swiss/en/dataset/toitures-vegetalisees1,Canton de Genève,34.81,30.0,10.0,31.25,100.0,genève,public_space,"API, SERVICE, WFS",False,"Cartographie des toitures végétalisées sur l'ensemble du canton de Genève. Classification des toitures en onze classes différentes. Etat des lieux effectué par rapport à l'orthophoto 2009, avec une mi"
973,Satisfaction avec le paysage,https://opendata.swiss/en/dataset/zufriedenheit-mit-dem-landschaftsbild2,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
974,Normes climatologiques ensoleillement 1991-2020,https://opendata.swiss/en/dataset/klimanormwerte-sonnenscheindauer-1981-2010,Office fédéral de météorologie et de climatologie MétéoSuisse,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, SERVICE, WMS, WMTS",False,Analyses spatiales de l'ensoleillement relative mensuelle et annuelle moyenne pour la période standard 1991-2020. Source: MétéoSuisse
975,Normes climatologiques ensoleillement 1961-1990,https://opendata.swiss/en/dataset/klimanormwerte-sonnenscheindauer-1961-1990,Office fédéral de météorologie et de climatologie MétéoSuisse,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, SERVICE, WMS, WMTS",False,Analyses spatiales de l'ensoleillement relative mensuelle et annuelle moyenne pour la période standard 1961-1990. Source: MétéoSuisse
976,"Espace et environnement, évolution",https://opendata.swiss/en/dataset/raum-und-umwelt-im-zeitvergleich4,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
977,Qualité de l'environnement comme facteur de la qualité de vie,https://opendata.swiss/en/dataset/umweltqualitat-als-einflussfaktor-fur-lebensqualitat2,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
978,Qualité de l'environnement comme facteur de la qualité de vie,https://opendata.swiss/en/dataset/umweltqualitat-als-einflussfaktor-fur-lebensqualitat1-1,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
979,Compte des dépenses de protection de l'environnement,https://opendata.swiss/en/dataset/konto-der-umweltschutzausgaben3,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
980,Compte des subventions et autres transferts liés à l'environnement,https://opendata.swiss/en/dataset/konto-der-umweltbezogenen-subventionen-und-sonstigen-transfers,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
981,"Dépenses de protection de l'environnement des entreprises, enquête 2022",https://opendata.swiss/en/dataset/umweltschutzausgaben-der-unternehmen-erhebung-2022,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
982,"Dépenses de protection de l'environnement des entreprises, enquête 2020",https://opendata.swiss/en/dataset/umweltschutzausgaben-der-unternehmen-erhebung-20201,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
983,"Dépenses de protection de l'environnement des entreprises, enquête 2016",https://opendata.swiss/en/dataset/umweltschutzausgaben-der-unternehmen-erhebung-20161,Office fédéral de la statistique OFS,34.81,40.0,0.0,31.25,100.0,,noise_environment,"HTML, XLS",False,
